"año","nombreestablecimiento","zona","direccion","telefono","nombre_Rector","tipo_Establecimiento","sector","niveles","jornadas","especialidad","grados","numero_de_Sedes","estado","correo_Electronico"
"2,016","JARD INF ALADINO                                                                                    ","URBANA","CL 21 B 99 44","4152739","BLANCA LUCIA RODRIGUEZ","CENTRO EDUCATIVO",,"PREESCOLAR","COMPLETA",,"-3","1",,
"2,016","INST ANDINO                                                                                         ","URBANA","CL 58 21 45","3146755 -- 7569973","JHON FREDY RINCON ARANGO","CENTRO EDUCATIVO",,"MEDIA,BÁSICA SECUNDARIA","COMPLETA,NOCTURNA,FIN DE SEMANA","ACADÉMICA","9,23,24,25,26","1",,"infoandino@yahoo.es"
"2,016","GIMN NUEVA COLOMBIA DE SUBA                                                                         ","URBANA","KR 91 130 C 41","6820181 -- 6831201","MARIA OLIVA AFRICANO MORALES","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"gimnasionuevacolombia@hotmail.com"
"2,016","COL COFRATERNIDAD DE SAN FERNANDO                                                                   ","URBANA","KR 19 B BIS 60 27 SUR","7653947 -- 7659369","BETTY YANETH CARRILLO PACHON","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA,TARDE","ACADÉMICA","-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"colegio_cofra2005@hotmail.com"
"2,016","JARDIN INFANTIL BOSQUE DE SAN CARLOS                                                                ","URBANA","CL 31 F SUR 13 49","3611466 -- 2723701","SONIA YOLANDA MUÑOZ RUBIO","CENTRO EDUCATIVO",,"PREESCOLAR","COMPLETA",,"-3","1",,"gardenyazcarclubcomunal@hotmail.com -- ieinteramericana@gmail.com"
"2,016","SEMILLAS DE SECUOYAS - CENTRO PARA EL DESARROLLO DEL POTENCIAL DEL NIÑO","URBANA","KR 47 104 05","5337018 - 2575679","GAITAN MONRROY GLORIA ","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1","1",,"semillasdesecuoyas@gmail.com"
"2,016","COL NSTRA SRA DE LA SABIDURIA                                                                       ","URBANA","CL 22 SUR 11 B 51","2393742 -- 8012122","HNA MIREYA TAPIAS GARCIA","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"rectoria@colsabibogota.edu.co -- secretariaacademica@colsabibogota.edu.co"
"2,016","LIC  NORDAN                                                                                         ","URBANA","KR 74 5 65 SUR","4506970","NOHORA GLADYS GARZON COTRINO","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,COMPLETA",,"-2,-1,0,1,2,3,4,5","1",,"licoenordam@hotmail.com"
"2,016","ESCUELA DE GENIOS","URBANA","CALLE 23G NO.74A-50 DIREC. NVA",,"RIVERO MAZZO MARIA NELLY","CENTRO EDUCATIVO",,"PREESCOLAR","COMPLETA",,"-3","1",,
"2,016","COLEGIO CIES","URBANA","AV 1 MAYO 29 41 SUR","2036923 ¿ 2030434 - 7208601","LUIS FERNANDO CALDERON PRADA","CENTRO EDUCATIVO",,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,FIN DE SEMANA","ACADÉMICA","21,22,23,24,25,26","1",,"colegiocies@cies.edu.co"
"2,016","COL CATOLICO DE LA SABANA                                                                           ","URBANA","CL 74 C 113 B 29","5477972  / 5100134 ","PEDRO ALEJANDRO LEON CASTILLO","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"colcatdelasabana@yahoo.com   colcat_rectoria@yahoo.com                       "
"2,016","COLEGIO ALFONSO LOPEZ PUMAREJO (IED)","URBANA","IND TR. 62B NO.39-57 SUR","7107101 / 7133579 /","GERARDO VALCARCEL ACOSTA","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE","INDUSTRIAL,ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,99","2",,"cedidalfonsolopezp8@redp.edu.co"
"2,016","GIMN LA ALEGRIA DE VIVIR                                                                            ","URBANA","TV 42 42 08 SUR","2701801 /  2702418","RAMIRO SUAREZ","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1,2,3,4,5","1",,
"2,016","LICEO LORD SINCLER LOS CAMINOS DEL SABER                                                            ","URBANA","DG.   48Q SUR NO. 5M-13","5675428","MARITZA LLANOS LLANOS","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,
"2,016","JARD INF EL CANGURO                                                                                 ","URBANA","KR 73 A 84 10","2526741","FANNY GAMBOA","CENTRO EDUCATIVO",,"PREESCOLAR","MAÑANA,COMPLETA",,"-3","1",,"jicanguro@hotmail.com                             "
"2,016","COL JUVENTUD DEL FUTURO                                                                             ","URBANA","CL 70 SUR 18 G 17","7650766","YENNY VIVIANA ALVAREZ SALINAS","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA",,"0,1,2,3,4,5","1",,
"2,016","LIC AGUSTIN AGUALONGO                                                                               ","URBANA","CLL. 50A SUR NO.5T-61",,"LUIS ALFREDO FIGUEROA","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1,2,3,4,5","1",,
"2,016","JARD INF CHIQUILINES                                                                                ","URBANA","AC 24 81 45","4106306","ADOLFO ENRIQUE SANCHEZ ZAPATA","CENTRO EDUCATIVO",,"PREESCOLAR","MAÑANA",,"-3","1",,"secretaria@jardinchiquilines.com -- informacion@jardinchiquilines.edu.co"
"2,016","COLEGIO TIBABUYES UNIVERSAL (IED)","URBANA","KR 128 A 139 13","6973083 -- 6890157 -- 6937159","ORLANDO ANTONIO BRIJALDO VARGAS","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","3",,"cedtibabuyesunive11@redp.edu.co -- orbrivar@yahoo.com"
"2,016","JARD INF ESTRELLITAS MAGICAS                                                                        ","URBANA","AV. LA ESPERANZA NO. 69A-56","4167747","JOSE MANUEL SALDAÑA","CENTRO EDUCATIVO",,"PREESCOLAR","COMPLETA",,"-3","1",,
"2,016","GIMN JUAN BAUTISTA LAMARCK                                                                          ","URBANA","KR 16 42 47","2450726 - 2457129","DARLY LUZ MARIA RINCON GUEVARA","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"lamarck@supercabletv.net.co"
"2,016","LIC DEL EJERCITO PATRIA SECTOR SUR C (SANTA BARBARA)                                                ","RURAL","KM 3 VIA USME ESCUELA DE ARTILLERIA","7390682","HERMES DANIEL QUINTERO MIRANDA","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11","1",,"lsbesart@gmail.com"
"2,016","JARD INF CRAYOLITAS                                                                                 ","URBANA","KR 74 A 52 A 88","2638315","MARTHA LUCIA ACUÑA ACUÑA","CENTRO EDUCATIVO",,"PREESCOLAR","COMPLETA",,"-3","1",,"crayolitas@gmail.com"
"2,016","JARD INF LOS CHAVITOS CREATIVOS                                                                     ","URBANA","CL 3 A 51 A 47","2608129","ELIZABETH PALACIO ARCE","CENTRO EDUCATIVO",,"PREESCOLAR","COMPLETA",,"-3","1",,"chavitos98@hotmail.com"
"2,016","COLEGIO FABIO LOZANO SIMONELLI (IED)","URBANA","KR 4 ESTE 65 31 SUR","7621132 -- 7621084","GRACIELA AMANDA DIAZ GUERRERO","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,99","3",,"fabiolozanosimonelli@gmail.com"
"2,016","JARD INF CHARLIE BROWN","URBANA","CL 159 21 B 25","6255829 -- 5263009","DIANA DIAZ DIAZ","CENTRO EDUCATIVO",,"PREESCOLAR","COMPLETA",,"-3","1",,
"2,016","GIMN INTEGRAL MODERNO                                                                               ","URBANA","CL 29 97 B 60",,"EMMA JULIA PAYARES","INSTITUCION EDUCATIVA",,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA",,"-2,-1,0,1,2,3,4,5,6,7,8,9","1",,"qgabriela@hotmail.com                             "
"2,016","COL EL CASTILLO MAGICO                                                                              ","URBANA","CLL. 34A NO.103A-28","4215161","MARIA ISABEL CACERES RODRIGUEZ","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1,2","1",,
"2,016","COLEGIO CARLOS ARANGO VELEZ (IED)","URBANA","KR 70 B 24 B 35 SUR","7104423 / 7134726","MARYING SACHICA CIPRIAN","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,TARDE","ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11,99","2",,"coldicarlosarangov8@redp.edu.co"
"2,016","COL PARROQ SAN PEDRO CLAVER                                                                         ","URBANA","KR 98 17 A 09","4151343 -- 4041082","LUIS EVELIO CASTILLO PULIDO","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"colegiosanpedroclaver@yahoo.com -- colegioparroquialspc@yahoo.com"
"2,016","INST EDUC DIST EDUARDO UMAÑA MENDOZA","URBANA","CL 111 A BIS SUR 4 A 41 ESTE","7688322 -- 7773269","ISMAEL ANTONIO GUTIERREZ CURREA","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,99","1",,"iedeumendoza@redp.edu.co"
"2,016","GIMN INF NUEVO VIVIR                                                                                ","URBANA","KR 69 68 56","5421984","AMPARO RUBIANO LEON","CENTRO EDUCATIVO",,"PREESCOLAR","MAÑANA",,"-3","1",,"nuevovivir22@hotmail.com                          "
"2,016","COLEGIO EL SALITRE - SUBA (IED)","URBANA","CL 163 92 96","6815850 / 6858590","ARMANDO CALDERON RODRIGUEZ","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","3",,"cedelsalitre11@redp.edu.co"
"2,016","CENTRO DE EDUCACION ESPECIAL REHABILITACION Y CAPACITACION RENACER","URBANA","CL 33 19 36","2854007 -- 3123716031 -- 4807256","MARTHA PATRICIA PATARROYO PULIDO","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"insrenacer2@hotmail.com"
"2,016","COL PSICOPEDAG EL FUTURO DE VILLA DEL RIO                                                           ","URBANA","CL 55 A SUR 63 58","7111615 / 7244314 /2388880 ","MARTHA ROCIO FUENTES MARTINEZ","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA,ÚNICA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,
"2,016","LIC GLOBERTH MIXTO                                                                                  ","URBANA","CL 128 88 D 02","5351908 -- 6813234","GLORIA MOLANO DE BULLA","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","OTRO,COMERCIAL","0,1,2,3,4,5,6,7,8,9,10,11","1",,"liceogloberth@hotmail.com"
"2,016","COLEGIO SAN JOSE (IED)","URBANA","IND TR. 84A NO.42A-25 SUR","4030445 4030446","CRUZ MARLENY MOGOLLON CARVAJAL","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","2",,"cedsanjose8@redp.edu.co"
"2,016","GIMNASIO SAN ANGELO                                                                              ","URBANA","CL 142 18 A 51","6760873 -- 6686555 -- 2743191 -- 2580662","MARIA ISABEL ALVAREZ ISAZA","CENTRO EDUCATIVO",,"PREESCOLAR","COMPLETA",,"-3","1",,"mariaisabel-gsarectora@hotmail.com -- balvarez_isaza@hotmail.com"
"2,016","INST CERROS DEL SUR ICES                                                                            ","URBANA","CL 81 SUR 42 09","7172495","MAURICIO SANABRIA GONZALEZ","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA,NOCTURNA","ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11,14,15,18,21,22,23,24","1",,"colegioices@gmail.com                                 "
"2,016","COL RICHARD WAGNER                                                                                  ","URBANA","CL 135 19 46","6481310","ARACELLY DIAZ PRIETO","INSTITUCION EDUCATIVA",,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","1,2,3,4,5,6,7,8,9,10,11","1",,"colegiorichadwagner@hotmail.com"
"2,016","LIC  EUCARISTICO MIXTO                                                                              ","URBANA","CL 35 C SUR 82 A 27","4509729","JOSE EVERARDO VARGAS","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12","1",,"liceoeucaristicomixto@hot.com"
"2,016","COL PARROQ CONFRATERNIDAD DE LA DOCTRINA CRISTIANA","URBANA","KR 32 B 1 D 08","2470442","PBRO LUIS ALFONSO PARDO HERRERA","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"cdccolparsanlucas@hotmail.com"
"2,016","JARD INF MI NUEVO MUNDO","URBANA","CR. 33A NO.35A-50 SUR","2024031","LILIA OMAYRA HERNANDEZ APRAEZ","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1","1",,
"2,016","COL RAFAEL GOBERNA II SEDE                                                                          ","URBANA","CL 38 C SUR 95 A 35","4538450","LIBORIO LOPEZ QUINTERO","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"colegiorafaelg@007mundo.com                       "
"2,016","LIC DE LA UNIVERSIDAD CATOLICA                                                                      ","URBANA","KR 15 46 69","2450927 / 2459983 / 2459973","HOMERO GERARDO ESTUPIÑAN BRAVO","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"liceo@ucatolica.edu.co"
"2,016","COL NUEVO SAN ANDRES                                                                                ","URBANA","CL 89 C SUR 4 I 09 ESTE","7625602","NANCY HERRERA DIAZ","INSTITUCION EDUCATIVA",,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,"0,1,2,3,4,5,6,7,8,9","1",,"colegio_conusan@yahoo.com"
"2,016","COLEGIO O.E.A (IED)","URBANA","KR 72 L 34 19 SUR","5630829 -- 2734831 -- 2384823 -- 2384842","ESILDA DOLORES TEJEDA VASQUEZ","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,TARDE","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","2",,"cedoea8@redp.edu.co"
"2,016","GIMN INF VILLA LORENA                                                                               ","URBANA","KR 83 71 42","4385389","SANDRA LILY ALEN CASTRO","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1,2,3,4,5","1",,"gvillalorena@gmail.com"
"2,016","GUARDERIA Y JARD  INF LOS PILOSITOS","URBANA","CR. 113C NO.145-15","5362081","MARIA DEL PILAR ALVAREZ PARRA","CENTRO EDUCATIVO",,"PREESCOLAR","COMPLETA",,"-3","1",,
"2,016","INST PSICOPEDAG EL CALPULLI                                                                         ","URBANA","CL 18 A 121 06","2676206","NOHORA MARINA GAMBA SANABRIA","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1,2,3,4,5","1",,"calpulli93@gmail.com"
"2,016","JARD INF SAMORE","URBANA","CL 41 SUR 31 77","6682598","CLARA MARITZA PEÑA","CENTRO EDUCATIVO",,"PREESCOLAR","COMPLETA",,"-3","1",,
"2,016","GIMNASIO AMIGUITOS DEL MUNDO","URBANA","CL 29 34 33","2445559","NIDIA LEONOR ROMERO SUANCHA","CENTRO EDUCATIVO",,"PREESCOLAR","MAÑANA,COMPLETA",,"-3","1",," amiguitosmundo@hotmail.com"
"2,016","JARDIN INFANTIL GOTITAS DE AMOR","URBANA","CL 127 B 45 28","2582306 / 2586842","JESSICA HELENA PEREZ TORRADO","CENTRO EDUCATIVO",,"PREESCOLAR","COMPLETA",,"-3","1",,
"2,016","INST ACAD LA PAZ","URBANA","TV 14 C 54 77 SUR","3654412","DORA STELLA ALFONSO ROMERO","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,COMPLETA",,"-2,-1,0,1,2,3,4,5","1",,"i.academicolapaz@hotmail.com -- dorisalf@hotmail.com"
"2,016","LIC SAN AGUSTIN                                                                                     ","URBANA","CLL. 119 NO.95A-47","6823013 / 6924087                                 ","LUZ MYRIAM CASTAÑEDA HERNANDEZ","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1,2,3,4,5","1",,
"2,016","LIC CAMPO DAVID                                                                                     ","URBANA","CL 46 SUR 21 27","7676146 / 7141427 / 7141167                       ","HENRY DAVID ROMERO VIVAS","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"licampdavid@unete.com   lcd@liceocampodavid.edu.co                            "
"2,016","COL MAYOR DE GALES                                                                                  ","URBANA","CL 78 A 101 73","4318478 / 4332930                                 ","MARÍA DEL CARMEN SALAMANCA","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"colegiomayordegales@hotmail.com"
"2,016","COLEGIO SORRENTO (IED)","URBANA","CL 5 B 53 C 74","2626929  --  2626665  --  2622159","MARIA MERCEDES BELTRAN PABON","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","2",,"coldisorrento16@redp.edu.co"
"2,016","LICEO CRISTIANO SINAÍ","URBANA","CL 45 S 78 L 20","4515985","LUZ MARY RAMIREZ RINCON","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1,2,3,4,5","1",,"liceocristianosinai@hotmail.com"
"2,016","JARD INF PREESC CIUDAD MONTES                                                                       ","URBANA","AC 8 SUR 38 A 46","2027814 -- 2030922","GRACIELA NAVARRETE CABRERA","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"ciudadmontes@gmail.com"
"2,016","JARD INF SAINT GREGORY                                                                              ","URBANA","TV 35 114 42","2132685","MONICA LILIANA AMAYA SANCHEZ","CENTRO EDUCATIVO",,"PREESCOLAR","MAÑANA",,"-3","1",,"saintgregorygardenschool@yahoo.com  molias17@hotmail.com               "
"2,016","COL PROVINMA                                                                                        ","URBANA","CL 145 11 40","2580303","HNA OLGA LUCIA CASTRO BEDOYA","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11","1",,"contacto@colegioprovinma.edu.co -- provinma@etb.net.co - noprovi@hotmail.com"
"2,016","JARD INF LOS PRINCIPES DEL CONDADO                                                                  ","URBANA","KR 77 7 B 05","2922831","OLGA PATRICIA VASQUEZ","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1,2,3,4,5","1",,"gpc_principes@yahoo.es"
"2,016","COL FILADELFIA PARA SORDOS                                                                          ","URBANA","CL 59 14 A 58","2492142","PATTI VIVIAN JONES","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-1,0,1,2,3,4,5,6,7,8,9,10,11,14,15,18","1",,"cfs1986@hotmail.com -- pjones@cable.net.co"
"2,016","GIMN NUEVO MODELIA                                                                                  ","URBANA","TV 73 A 24 C 85","7447295/96                                    ","LUZ DIANA REYES ALONSO","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"gimnasionuevomodelia@hotmail.com"
"2,016","JARDÍN INFANTIL  MI REFUGIO DE ALEGRÍA","URBANA","CL 22 A BIS 93 A 24","2988146","DORA ALICIA MENDOZA","CENTRO EDUCATIVO",,"PREESCOLAR","MAÑANA",,"-3","1",,"doral13@hotmail.com"
"2,016","GIMN LOS ANGELES                                                                                    ","URBANA","KR 97 22 A 32","2670129 -- 2670149 -- 2672812","DARYED CHAPARRO CALDERON","INSTITUCION EDUCATIVA",,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","1,2,3,4,5,6,7,8,9,10,11","1",,"secretaria@gimnasiolosangeles.com -- leticia.1958@hotmail.com"
"2,016","COL BILING MICHELINES SCHOOL                                                                        ","URBANA","CL 106 A 43 04","2711261 / 6245250                                 ","MICHELINE PARRA NIETO","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1,2,3,4,5,6","1",,"michelineschool@tutopia.com                       "
"2,016","INSTITUCION EDUCATIVA TULIO OSPINA","URBANA","CL 23 6 07","7447176","JUAN CARLOS OSPINA ARANGO","CENTRO EDUCATIVO",,"MEDIA,BÁSICA SECUNDARIA","ÚNICA,NOCTURNA,FIN DE SEMANA",,"23,24,25,26","1",,"info@bachilleratoenlinea.com"
"2,016","GIMN SALEM                                                                                          ","URBANA","CR. 80A NO.69A-09","5426841 / 5440501                                 ","JULIETA PERDOMO GUIO","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-1,0,1,2,3,4,5","1",,
"2,016","LIC PSICOPEDAG LA ESMERALDA                                                                         ","URBANA","IND TR. 39 NO.44A-21","2211310","YASBLEIDY PINILLA FLECHAS","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,COMPLETA",,"-2,-1,0,1,2,3,4,5","1",,
"2,016","EL JARD INF EL PORTAL DE ASTURIAS                                                                   ","URBANA","CLL. 19B SUR NO. 54-27","2620552","GLORIA OTALORA","CENTRO EDUCATIVO",,"PREESCOLAR","MAÑANA",,"-3","1",,
"2,016","GIMN LATINOAMERICANO                                                                                ","URBANA","CL 143 B 146 A 21","5374974","AURA MARIA GUEVARA MONTEALEGRE","CENTRO EDUCATIVO",,"BÁSICA PRIMARIA","MAÑANA",,"1,2,3,4,5","1",,"glatinoamericano@hotmail.com"
"2,016","INST LABERINTO DE LA CULTURA                                                                        ","URBANA","TV 88 A 73 10 SUR","7837556 -- 7833602","BETSABE BERNAL SALAZAR","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"institutolaberintodelacultura@gmail.com"
"2,016","MARIA BELEN DE SAN JOSE","URBANA","CL 48 C SUR 5 71 ESTE","3657407","HNA MARIA ELPIDIA PARDO CARRILLO","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1,2,3,4,5","1",,"colegiomariabelen@yahoo.es"
"2,016","COLEGIO EL MINUTO DE  BUENOS AIRES (IED)","URBANA","CL 78 A SUR 17 C 50","7656801 / 7650125","RUTH YALILE HERNANDEZ MONTOYA","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","2",,"escdibuenosaires19@redp.edu.co"
"2,016","CONNIE´S GARDEN                                                                                     ","URBANA","CL 95 A 67 20","2530743","CONSTANZA BARRERA","CENTRO EDUCATIVO",,"PREESCOLAR","MAÑANA",,"-3","1",,
"2,016","GIMN LAS ALEGRIAS DE CRECER                                                                         ","URBANA","DG 3 73 35","2991806","CONSTANZA HERNANDEZ","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1,2,3,4,5","1",,"qalegrias@yahoo.es"
"2,016","COLEGIO MARIO LUIS RODRIGUEZ COBOS","URBANA","CL 5 86 C 23","5472508","CESAR DAVID RODRIGUEZ RODRIGUEZ","CENTRO EDUCATIVO",,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","NOCTURNA,FIN DE SEMANA","ACADÉMICA","21,22,23,24,25,26","1",,"cesard5111@hotmail.com"
